Temperature,N_2,N_4,N_8,N_0
16.0,0.8989152470869012,0.8978375483871438,0.8975680184633471,0.8974781657753512
10.666666666666666,0.5441829682416748,0.5405459629991557,0.5396359665134456,0.539332568132691
8.0,0.40151285320073365,0.39289779705405237,0.3907409732609987,0.39002175939381123
6.4,0.32920423839706925,0.31239479640033097,0.30818321837810797,0.3067785385204479
5.333333333333333,0.2920182761326432,0.2630077720306814,0.2557323834635317,0.2533052251908928
4.571428571428571,0.2773167683953419,0.23131731925550847,0.21976852017585188,0.21591455319821834
4.0,0.27977336164712907,0.21122677702903747,0.19399511065483094,0.18824273260831834
3.5555555555555554,0.29703291992805897,0.1996233176400885,0.17510027582030743,0.1669106677064672
3.2,0.328136697858572,0.19480476584285497,0.16118372222408653,0.14995090350508689
2.909090909090909,0.372850354318507,0.19580929728616028,0.15108650952763855,0.13613741859924047
2.6666666666666665,0.431341842931509,0.20209485291838647,0.14407064536213876,0.12466520656943321
2.4615384615384617,0.5040127911429853,0.21337212732061744,0.139652065076679,0.11498327686451376
2.2857142857142856,0.5914037485376,0.22951107591241598,0.13750747345089911,0.10670149822235107
2.1333333333333333,0.6941377764008939,0.2504862882010639,0.1374194238614291,0.09953573492355644
2.0,0.8128852723121643,0.2763426480293274,0.13924272089004516,0.0932740553855896
1.8823529411764706,0.9483410493798554,0.3071740092281252,0.1428824014853686,0.08775511138513684
1.7777777777777777,1.1012084841996432,0.3431085278570652,0.14827991521507503,0.08285386876165866
1.6842105263157894,1.2721890803441405,0.3842990308698267,0.15540305030457677,0.07847193826921284
1.6,1.4619741144776344,0.43091601952910424,0.16423945471644402,0.07453077077865601
1.5238095238095237,1.6712393452193588,0.48314297975935044,0.17479166447035968,0.07096696991622448
1.4545454545454546,1.9006398143082857,0.5411725226461888,0.18707368574142455,0.06772871284782886
1.391304347826087,2.150807565432042,0.6052040248937904,0.20110853730663658,0.0647732926517725
1.3333333333333333,2.422347671842575,0.6754414546966553,0.21692602429389954,0.06206516261100769
1.28,2.7158373505808413,0.7520918459631503,0.23456168035045266,0.05957448622211814
1.2307692307692308,3.031823113104701,0.8353640844374896,0.25405581366717817,0.05727606575787068
1.1851851851851851,3.3708205053895712,0.9254679474435746,0.27545121487006546,0.05514843762516975
1.1428571428571428,3.7333120092749597,1.0226136920332909,0.2987948416352272,0.053173238039016725
1.103448275862069,4.119747089286894,1.1270102078333497,0.3241350567929447,0.0513346436522901
1.0666666666666667,4.53054069198668,1.2388668577373028,0.3515231667459011,0.04961891748011112
1.032258064516129,4.966073739911616,1.3583897544495762,0.3810100741863251,0.04801417991220951
1.0,5.426691662597657,1.4857849456787109,0.41265078887939455,0.04650995407104492
0.9696969696969697,5.912705453719944,1.6212554076008499,0.44649860228821636,0.045097088261693716
0.9411764705882353,6.424390031558275,1.7650019712090492,0.4826095251381397,0.04376753218472004
0.9142857142857143,6.961986134238541,1.9172225861996413,0.5210393932461739,0.042514102794229985
0.8888888888888888,7.525698843705654,2.0781134422659875,0.5618446879506112,0.041330440878868106
0.8648648648648649,8.115699072900414,2.2478654647797347,0.6050826912976801,0.0402109044007957
0.8421052631578947,8.732122321128845,2.4266706319212914,0.650810308226943,0.03915045268535614
0.8205128205128205,9.375071090405434,2.6147122595071792,0.6990859076321125,0.0381444824539125
0.8,10.044613913297653,2.8121745026111604,0.7499662148952484,0.03718896508216858
0.7804878048780488,10.740785969174654,3.019236306540668,0.8035095675043762,0.03628026497885585
0.7619047619047619,11.463590643015504,3.2360730719804764,0.8597750834673643,0.035414939215779304
0.7441860465116279,12.212998916327953,3.4628558531574907,0.9188182279631496,0.0345900304749608
0.7272727272727273,12.988952182912827,3.6997539236426356,0.9806996249198914,0.0338029749751091
0.7111111111111111,13.791358088739216,3.9469305469840763,1.0454750202968717,0.033050988502800464
0.6956521739130435,14.620101460117102,4.204546013367176,1.1132034741520882,0.03233203724622726
0.6808510638297872,15.475030017377437,4.47275605931431,1.1839425278306008,0.03164398172199726
0.6666666666666666,16.355971616363526,4.751712731552124,1.25774867477417,0.030985012435913086
0.6530612244897959,17.26272271620333,5.041565499229729,1.3346806626409293,0.030353221656382084
0.64,18.19505586475134,5.342454124242067,1.414794895797968,0.02974730357527733
0.6274509803921569,19.15271726887822,5.654523299369216,1.4981471306204797,0.02916550165861845
0.6153846153846154,20.135433094382286,5.977901967263222,1.5847969576597214,0.028606721138954162
0.6037735849056604,21.142900993458927,6.312726252232492,1.674798559948802,0.028069684948027133
0.5925925925925926,22.174804763138294,6.659120003217459,1.7682074495851994,0.027553068655729294
0.5818181818181818,23.230796176567672,7.01720391344279,1.8650815415382385,0.02705625902861357
0.5714285714285714,24.310522770786285,7.387099606132507,1.9654761300086976,0.02657760362625122
0.5614035087719298,25.4135971290797,7.768916121478378,2.0694434174358847,0.026116974990069868
0.5517241379310345,26.539629032862187,8.162764266663789,2.1770430305242536,0.025673007851839066
0.5423728813559322,27.688200908520816,8.56874769462049,2.2883255198314787,0.02524502213448286
0.5333333333333333,28.85888443350792,8.98696468949318,2.403349195718765,0.024832642078399657
0.5245901639344263,30.051238614980875,9.417514680224658,2.5221631356850267,0.024434675328433512
0.5161290322580645,31.264807874768973,9.860482407462596,2.644821974557638,0.024050730204582215
0.5079365079365079,32.4991214869827,10.315958970746397,2.7713858684018255,0.023680397567152976
0.5,33.753699774169924,10.784022229003906,2.901893994140625,0.023322930908203126
0.49230769230769234,35.02805614631623,11.264755307100714,3.0364140298590065,0.022977765947580338
0.48484848484848486,36.321689162242414,11.758222213697433,3.1749851959347724,0.022644469356536866
0.47761194029850745,37.63409076863229,12.264497569124401,3.317666024401784,0.0223227949231863
0.47058823529411764,38.964749725914004,12.783642155265808,3.4645070122003556,0.022012031984329224
0.463768115942029,40.313140151189266,13.315719158390165,3.6155560037612915,0.021711705181002617
0.45714285714285713,41.67874071329832,13.860774739235639,3.7708664172887802,0.02142187610268593
0.4507042253521127,43.06101780281216,14.41887214524895,3.9304850173562764,0.021141587759554385
0.4444444444444444,44.459433531188964,14.99004294090271,4.094464448261261,0.02087103223800659
0.4383561643835616,45.87345443971008,15.574336750130355,4.262854939225316,0.020609500014781953
0.43243243243243246,47.30253680399656,16.17179260261655,4.4356917379319665,0.020356997203826905
0.4266666666666667,48.74614216480404,16.782441610470414,4.613046711310744,0.020112703554332256
0.42105263157894735,50.203723273539545,17.406303642368318,4.794947024035454,0.019876790976524353
0.4155844155844156,51.674739737078546,18.043414790098367,4.9814481538042426,0.019649026238918305
0.41025641025641024,53.15865272117257,18.69378983593583,5.172593503189087,0.019428605139255525
0.4050632911392405,54.65491773970723,19.357445188272,5.368436115945876,0.019215732826292516
